Year,Country,Athlete,Sport,Event,Medal
2020,Japan,Athlete_119,Fencing,Fencing Event 1,Gold
2020,Australia,Athlete_33,Shooting,Shooting Event 10,Bronze
2020,Germany,Athlete_321,Cycling,Cycling Event 2,Bronze
2020,Canada,Athlete_276,Cycling,Cycling Event 4,Gold
2020,Canada,Athlete_428,Fencing,Fencing Event 8,Gold
2020,Russia,Athlete_144,Gymnastics,Gymnastics Event 4,Gold
2020,France,Athlete_379,Boxing,Boxing Event 1,Gold
2020,Italy,Athlete_385,Boxing,Boxing Event 5,Bronze
2020,Canada,Athlete_252,Swimming,Swimming Event 5,Silver
2020,France,Athlete_73,Shooting,Shooting Event 6,Silver
2020,USA,Athlete_74,Swimming,Swimming Event 9,Gold
2020,Germany,Athlete_58,Athletics,Athletics Event 4,Bronze
2020,China,Athlete_261,Boxing,Boxing Event 8,Gold
2020,UK,Athlete_362,Boxing,Boxing Event 10,Bronze
2020,Italy,Athlete_381,Boxing,Boxing Event 8,Bronze
2020,Canada,Athlete_350,Gymnastics,Gymnastics Event 9,Bronze
2020,China,Athlete_238,Fencing,Fencing Event 8,Silver
2020,France,Athlete_218,Gymnastics,Gymnastics Event 8,Silver
2020,Russia,Athlete_374,Shooting,Shooting Event 9,Gold
2020,China,Athlete_488,Judo,Judo Event 10,Silver
2020,Italy,Athlete_423,Cycling,Cycling Event 3,Bronze
2020,Italy,Athlete_58,Judo,Judo Event 8,Bronze
2020,Australia,Athlete_458,Cycling,Cycling Event 1,Silver
2020,Germany,Athlete_340,Gymnastics,Gymnastics Event 9,Gold
2020,France,Athlete_392,Swimming,Swimming Event 4,Silver
2020,Germany,Athlete_325,Judo,Judo Event 8,Silver
2020,Japan,Athlete_414,Wrestling,Wrestling Event 10,Bronze
2020,Japan,Athlete_444,Boxing,Boxing Event 9,Silver
2020,Canada,Athlete_124,Wrestling,Wrestling Event 4,Gold
